User ID,Age,Gender,Height,Interests,Looking For,Children,Education Level,Occupation,Swiping History,Frequency of Usage
12295,22,Female,5.7,"['Movies', 'Travel', 'Sports']",Marriage,Yes,Master's Degree,Doctor,16,Monthly
12296,23,Male,5.11,['Hiking'],Casual Dating,Yes,Master's Degree,Entrepreneur,62,Weekly
12297,34,Male,5.21,"['Reading', 'Sports']",Marriage,No,Ph.D.,Student,83,Daily
12298,18,Female,5.16,"['Sports', 'Music', 'Travel']",Long-term Relationship,Yes,Ph.D.,Social Media Influencer,78,Monthly
12299,19,Male,5.66,"['Travel', 'Music']",Long-term Relationship,Maybe,Bachelor's Degree,Student,25,Daily
12300,32,Female,5.9,['Reading'],Long-term Relationship,No,Ph.D.,Business Owner,64,Weekly
12301,32,Male,5.69,"['Hiking', 'Travel']",Marriage,Yes,Bachelor's Degree,Artist,19,Monthly
12302,28,Male,5.21,['Hiking'],Friendship,Maybe,High School,Business Owner,11,Weekly
12303,22,Male,5.69,['Travel'],Long-term Relationship,No,High School,Teacher,18,Weekly
12304,34,Female,5.11,"['Hiking', 'Music']",Casual Dating,Yes,Ph.D.,Student,72,Weekly
12305,28,Male,5.03,"['Sports', 'Movies', 'Hiking']",Casual Dating,Maybe,Master's Degree,Student,61,Weekly
12306,33,Male,5.29,"['Music', 'Movies', 'Sports']",Marriage,No,Bachelor's Degree,Doctor,92,Weekly
12307,20,Male,5.17,"['Music', 'Hiking', 'Travel']",Long-term Relationship,Yes,Master's Degree,Teacher,3,Weekly
12308,22,Male,5.87,['Music'],Friendship,Maybe,Master's Degree,Engineer,0,Monthly
12309,28,Female,5.54,"['Travel', 'Reading', 'Sports']",Long-term Relationship,Yes,Bachelor's Degree,Doctor,31,Weekly
12310,31,Male,5.35,['Travel'],Friendship,Yes,High School,Engineer,99,Weekly
12311,21,Female,5.15,"['Hiking', 'Movies', 'Sports']",Marriage,Maybe,Ph.D.,Teacher,94,Weekly
12312,21,Male,5.9,['Sports'],Casual Dating,Maybe,High School,Business Owner,43,Daily
12313,32,Female,5.15,['Cooking'],Casual Dating,No,Ph.D.,Engineer,23,Daily
12314,28,Male,5.79,"['Sports', 'Travel']",Friendship,No,Master's Degree,Engineer,40,Daily
12315,32,Male,5.77,"['Cooking', 'Sports', 'Hiking']",Friendship,Maybe,Master's Degree,Business Owner,20,Weekly
12316,32,Female,5.24,"['Travel', 'Reading']",Marriage,Maybe,High School,Artist,61,Weekly
12317,35,Male,5.9,"['Reading', 'Music', 'Cooking']",Marriage,No,Bachelor's Degree,Engineer,61,Weekly
12318,18,Male,5.17,"['Cooking', 'Sports', 'Travel']",Marriage,No,High School,Social Media Influencer,50,Daily
12319,29,Female,5.14,"['Reading', 'Hiking', 'Movies']",Long-term Relationship,Yes,Master's Degree,Student,18,Weekly
12320,18,Female,5.4,['Sports'],Long-term Relationship,Maybe,Bachelor's Degree,Artist,42,Daily
12321,33,Female,5.65,['Reading'],Marriage,Maybe,High School,Doctor,39,Weekly
12322,32,Male,5.05,['Travel'],Long-term Relationship,Maybe,Ph.D.,Social Media Influencer,53,Daily
12323,21,Male,5.09,"['Sports', 'Hiking']",Friendship,No,High School,Business Owner,71,Daily
12324,18,Female,5.96,"['Travel', 'Sports', 'Reading']",Casual Dating,No,Master's Degree,Student,45,Weekly
12325,20,Male,5.24,"['Sports', 'Hiking']",Friendship,No,Master's Degree,Student,34,Weekly
12326,28,Male,5.21,"['Sports', 'Hiking']",Long-term Relationship,Maybe,High School,Entrepreneur,54,Monthly
12327,20,Female,5.08,"['Hiking', 'Reading']",Long-term Relationship,No,Bachelor's Degree,Entrepreneur,44,Weekly
12328,20,Male,5.66,['Movies'],Friendship,Yes,High School,Engineer,43,Weekly
12329,26,Female,5.12,"['Travel', 'Music']",Marriage,No,High School,Entrepreneur,66,Monthly
12330,31,Female,5.68,"['Hiking', 'Reading']",Long-term Relationship,Yes,High School,Student,42,Daily
12331,27,Male,5.34,['Cooking'],Long-term Relationship,Maybe,Bachelor's Degree,Doctor,56,Weekly
12332,28,Male,5.03,"['Cooking', 'Movies']",Marriage,Maybe,Ph.D.,Artist,43,Daily
12333,18,Male,5.03,"['Music', 'Sports']",Long-term Relationship,No,Bachelor's Degree,Student,75,Weekly
12334,27,Male,5.09,"['Cooking', 'Hiking', 'Travel']",Friendship,No,Master's Degree,Entrepreneur,31,Weekly
12335,33,Male,5.14,"['Travel', 'Movies', 'Music']",Friendship,Maybe,Master's Degree,Engineer,51,Weekly
12336,28,Female,5.49,['Reading'],Marriage,Yes,Ph.D.,Business Owner,58,Weekly
12337,22,Female,5.29,"['Music', 'Reading']",Long-term Relationship,Maybe,Bachelor's Degree,Teacher,14,Daily
12338,23,Female,5.6,"['Sports', 'Movies']",Friendship,Yes,Bachelor's Degree,Engineer,70,Daily
12339,23,Female,5.36,"['Movies', 'Cooking']",Long-term Relationship,Yes,Master's Degree,Student,86,Monthly
12340,26,Female,5.24,['Movies'],Long-term Relationship,No,Master's Degree,Engineer,53,Weekly
12341,20,Male,5.75,"['Music', 'Reading']",Long-term Relationship,No,Ph.D.,Business Owner,40,Weekly
12342,28,Male,5.34,['Music'],Marriage,Maybe,Ph.D.,Social Media Influencer,57,Weekly
12343,22,Female,5.8,"['Hiking', 'Travel']",Long-term Relationship,No,Ph.D.,Teacher,93,Weekly
12344,25,Male,5.84,"['Travel', 'Reading', 'Music']",Friendship,No,Master's Degree,Student,10,Weekly
12345,34,Female,5.23,"['Cooking', 'Sports']",Friendship,Maybe,Bachelor's Degree,Teacher,81,Daily
12346,19,Female,5.84,['Hiking'],Long-term Relationship,Maybe,High School,Entrepreneur,20,Monthly
12347,31,Female,5.96,"['Travel', 'Hiking', 'Sports']",Marriage,No,Ph.D.,Business Owner,35,Weekly
12348,32,Female,5.32,['Hiking'],Casual Dating,No,High School,Teacher,61,Weekly
12349,31,Male,5.43,"['Movies', 'Cooking', 'Reading']",Casual Dating,Maybe,High School,Engineer,72,Weekly
12350,27,Male,5.12,['Reading'],Long-term Relationship,No,Master's Degree,Engineer,73,Weekly
12351,18,Female,5.84,['Sports'],Casual Dating,Yes,Bachelor's Degree,Doctor,65,Daily
12352,31,Female,5.14,"['Sports', 'Music', 'Travel']",Marriage,Yes,Bachelor's Degree,Student,44,Monthly
12353,21,Male,5.31,"['Cooking', 'Sports', 'Travel']",Casual Dating,Yes,Bachelor's Degree,Teacher,30,Weekly
12354,27,Male,5.65,"['Music', 'Travel']",Casual Dating,Yes,Ph.D.,Teacher,63,Weekly
12355,19,Male,5.77,"['Cooking', 'Music', 'Sports']",Marriage,Yes,Bachelor's Degree,Artist,24,Daily
12356,18,Male,5.15,['Hiking'],Long-term Relationship,Yes,Ph.D.,Teacher,5,Daily
12357,27,Female,5.74,"['Cooking', 'Movies', 'Reading']",Friendship,No,Master's Degree,Social Media Influencer,87,Weekly
12358,33,Male,5.84,['Movies'],Casual Dating,No,Master's Degree,Doctor,48,Monthly
12359,24,Male,5.62,['Travel'],Marriage,Yes,Bachelor's Degree,Artist,30,Daily
12360,18,Male,5.61,"['Hiking', 'Travel', 'Music']",Long-term Relationship,No,Bachelor's Degree,Social Media Influencer,59,Daily
12361,33,Male,5.56,['Reading'],Casual Dating,Yes,Ph.D.,Entrepreneur,7,Weekly
12362,22,Male,5.6,"['Cooking', 'Movies', 'Sports']",Casual Dating,Yes,Master's Degree,Social Media Influencer,21,Daily
12363,24,Male,5.33,['Cooking'],Casual Dating,No,High School,Entrepreneur,46,Monthly
12364,31,Female,5.16,"['Cooking', 'Hiking', 'Music']",Friendship,Maybe,Master's Degree,Engineer,22,Weekly
12365,19,Female,5.25,"['Music', 'Movies']",Casual Dating,Yes,Ph.D.,Business Owner,16,Weekly
12366,35,Male,5.55,"['Movies', 'Cooking', 'Music']",Marriage,Maybe,Ph.D.,Doctor,97,Daily
12367,35,Male,5.97,"['Cooking', 'Sports']",Marriage,No,High School,Artist,17,Daily
12368,29,Male,5.84,"['Hiking', 'Music', 'Cooking']",Casual Dating,No,Master's Degree,Student,24,Monthly
12369,32,Male,5.68,"['Reading', 'Hiking', 'Movies']",Casual Dating,No,Bachelor's Degree,Artist,38,Weekly
12370,32,Female,5.79,"['Reading', 'Sports', 'Cooking']",Casual Dating,Yes,Bachelor's Degree,Entrepreneur,11,Monthly
12371,29,Male,5.58,"['Music', 'Sports']",Long-term Relationship,Yes,Ph.D.,Engineer,60,Daily
12372,19,Female,5.96,['Reading'],Casual Dating,No,High School,Entrepreneur,59,Daily
12373,33,Male,5.26,"['Sports', 'Cooking']",Casual Dating,No,Ph.D.,Entrepreneur,87,Weekly
12374,34,Female,5.97,"['Sports', 'Music']",Friendship,Yes,Master's Degree,Business Owner,51,Daily
12375,20,Female,5.42,['Cooking'],Marriage,Maybe,High School,Artist,53,Daily
12376,31,Male,5.86,['Hiking'],Long-term Relationship,Maybe,Master's Degree,Entrepreneur,83,Weekly
12377,28,Male,5.71,"['Sports', 'Music', 'Movies']",Long-term Relationship,Yes,High School,Business Owner,53,Weekly
12378,28,Female,5.92,"['Music', 'Hiking', 'Reading']",Long-term Relationship,Yes,Ph.D.,Doctor,43,Weekly
12379,25,Female,5.17,"['Sports', 'Movies', 'Travel']",Casual Dating,Yes,Ph.D.,Doctor,93,Daily
12380,29,Male,5.24,"['Hiking', 'Music']",Friendship,No,Bachelor's Degree,Artist,85,Monthly
12381,23,Male,5.09,"['Cooking', 'Travel', 'Music']",Casual Dating,No,Ph.D.,Doctor,54,Weekly
12382,18,Female,5.78,['Movies'],Marriage,Yes,High School,Engineer,95,Daily
12383,26,Male,5.72,"['Music', 'Movies']",Marriage,Yes,Ph.D.,Student,12,Daily
12384,27,Male,5.73,"['Hiking', 'Sports']",Marriage,Yes,Bachelor's Degree,Social Media Influencer,9,Weekly
12385,24,Male,5.98,['Music'],Marriage,No,High School,Teacher,9,Weekly
12386,33,Female,5.91,"['Hiking', 'Travel']",Casual Dating,No,High School,Artist,67,Daily
12387,23,Male,5.71,"['Sports', 'Travel', 'Music']",Casual Dating,Yes,Ph.D.,Business Owner,58,Weekly
12388,23,Female,5.62,"['Reading', 'Music', 'Cooking']",Friendship,Maybe,High School,Artist,60,Weekly
12389,22,Female,5.81,"['Hiking', 'Cooking', 'Music']",Marriage,Maybe,Master's Degree,Artist,57,Daily
12390,25,Female,5.32,"['Cooking', 'Movies', 'Hiking']",Marriage,Yes,High School,Doctor,82,Weekly
12391,31,Male,5.1,"['Movies', 'Travel', 'Music']",Marriage,No,High School,Business Owner,38,Monthly
12392,20,Female,5.51,['Movies'],Friendship,No,Master's Degree,Engineer,19,Monthly
12393,21,Female,5.54,['Music'],Long-term Relationship,Maybe,Ph.D.,Engineer,39,Weekly
12394,35,Female,5.23,"['Sports', 'Reading']",Marriage,No,High School,Engineer,37,Weekly
12395,22,Male,5.07,['Sports'],Casual Dating,Maybe,Bachelor's Degree,Teacher,99,Weekly
12396,33,Male,5.11,"['Reading', 'Cooking']",Long-term Relationship,Maybe,High School,Business Owner,100,Weekly
12397,25,Female,5.74,"['Sports', 'Cooking', 'Travel']",Marriage,Yes,High School,Doctor,40,Daily
12398,22,Female,5.07,['Sports'],Long-term Relationship,Maybe,Master's Degree,Engineer,11,Weekly
12399,23,Female,5.35,['Sports'],Marriage,Maybe,Ph.D.,Doctor,51,Weekly
12400,30,Female,5.77,"['Movies', 'Hiking']",Friendship,No,High School,Doctor,25,Weekly
12401,28,Male,5.9,['Cooking'],Friendship,No,Ph.D.,Entrepreneur,18,Weekly
12402,22,Male,5.51,"['Sports', 'Movies']",Long-term Relationship,Yes,High School,Artist,79,Weekly
12403,26,Female,5.77,"['Sports', 'Hiking', 'Cooking']",Casual Dating,Yes,Bachelor's Degree,Artist,25,Daily
12404,31,Male,5.05,"['Movies', 'Reading']",Long-term Relationship,Yes,Bachelor's Degree,Student,80,Weekly
12405,19,Female,5.91,"['Reading', 'Music']",Long-term Relationship,No,High School,Doctor,86,Daily
12406,22,Female,5.16,"['Music', 'Travel']",Marriage,Yes,Master's Degree,Business Owner,66,Daily
12407,26,Female,5.5,"['Sports', 'Cooking']",Marriage,Yes,Master's Degree,Engineer,1,Monthly
12408,32,Female,5.84,['Reading'],Friendship,No,Bachelor's Degree,Social Media Influencer,53,Daily
12409,18,Female,5.86,"['Travel', 'Reading']",Friendship,No,Ph.D.,Business Owner,3,Daily
12410,21,Male,5.46,['Hiking'],Marriage,Yes,Ph.D.,Business Owner,36,Daily
12411,35,Male,5.08,['Music'],Friendship,Yes,Master's Degree,Business Owner,36,Monthly
12412,18,Male,5.36,['Cooking'],Marriage,No,Bachelor's Degree,Teacher,7,Daily
12413,32,Female,5.87,"['Cooking', 'Travel']",Long-term Relationship,No,Bachelor's Degree,Business Owner,33,Weekly
12414,18,Female,5.64,['Hiking'],Long-term Relationship,No,Master's Degree,Artist,41,Weekly
12415,35,Female,5.04,['Reading'],Friendship,Yes,Bachelor's Degree,Student,53,Daily
12416,21,Female,5.94,"['Hiking', 'Reading']",Long-term Relationship,Yes,Bachelor's Degree,Doctor,66,Weekly
12417,27,Male,5.42,"['Movies', 'Hiking', 'Sports']",Long-term Relationship,Yes,Bachelor's Degree,Engineer,30,Daily
12418,26,Male,5.1,"['Sports', 'Cooking']",Marriage,No,High School,Engineer,33,Weekly
12419,33,Female,5.73,"['Movies', 'Reading']",Casual Dating,No,High School,Doctor,21,Weekly
12420,33,Female,5.66,['Movies'],Casual Dating,Yes,Bachelor's Degree,Social Media Influencer,93,Daily
12421,29,Female,5.75,"['Music', 'Reading']",Casual Dating,No,Master's Degree,Doctor,34,Weekly
12422,33,Male,5.4,['Hiking'],Casual Dating,Yes,Master's Degree,Entrepreneur,4,Daily
12423,19,Male,5.33,"['Travel', 'Reading']",Long-term Relationship,Maybe,Bachelor's Degree,Student,91,Daily
12424,28,Female,5.14,"['Cooking', 'Travel']",Long-term Relationship,Yes,Bachelor's Degree,Engineer,63,Daily
12425,23,Male,5.55,['Hiking'],Marriage,Yes,Master's Degree,Student,16,Daily
12426,20,Male,5.31,"['Reading', 'Sports', 'Cooking']",Marriage,No,Bachelor's Degree,Business Owner,31,Daily
12427,34,Male,5.4,"['Cooking', 'Hiking']",Casual Dating,No,High School,Social Media Influencer,14,Weekly
12428,23,Female,5.63,"['Music', 'Cooking']",Long-term Relationship,No,Ph.D.,Artist,73,Monthly
12429,29,Male,5.13,"['Sports', 'Reading', 'Music']",Casual Dating,Maybe,Master's Degree,Social Media Influencer,86,Weekly
12430,18,Male,5.99,"['Music', 'Hiking', 'Sports']",Friendship,Maybe,Ph.D.,Business Owner,46,Weekly
12431,35,Male,5.02,['Cooking'],Marriage,No,High School,Business Owner,42,Monthly
12432,32,Male,5.11,"['Hiking', 'Sports', 'Cooking']",Casual Dating,Yes,Bachelor's Degree,Artist,81,Weekly
12433,24,Female,5.29,"['Reading', 'Sports']",Long-term Relationship,No,Ph.D.,Business Owner,31,Weekly
12434,24,Female,5.18,['Movies'],Long-term Relationship,Yes,Master's Degree,Social Media Influencer,91,Daily
12435,20,Female,5.38,"['Hiking', 'Music', 'Movies']",Casual Dating,No,Master's Degree,Doctor,43,Weekly
12436,18,Female,5.08,"['Sports', 'Music']",Long-term Relationship,Maybe,Master's Degree,Artist,91,Daily
12437,35,Male,5.13,['Travel'],Casual Dating,No,Bachelor's Degree,Engineer,36,Daily
12438,22,Female,5.7,"['Cooking', 'Music']",Marriage,Yes,Bachelor's Degree,Social Media Influencer,50,Daily
12439,19,Male,5.37,"['Sports', 'Travel', 'Reading']",Long-term Relationship,Maybe,Master's Degree,Social Media Influencer,0,Monthly
12440,34,Male,5.11,"['Movies', 'Reading', 'Hiking']",Long-term Relationship,No,High School,Teacher,38,Weekly
12441,32,Male,5.71,"['Travel', 'Cooking']",Long-term Relationship,No,High School,Business Owner,16,Weekly
12442,35,Male,5.86,"['Movies', 'Travel', 'Cooking']",Casual Dating,Yes,Bachelor's Degree,Doctor,80,Daily
12443,33,Female,5.83,['Travel'],Casual Dating,Maybe,Ph.D.,Engineer,52,Weekly
12444,34,Male,5.36,['Cooking'],Friendship,Maybe,Master's Degree,Doctor,62,Weekly
12445,19,Male,5.65,['Travel'],Casual Dating,Maybe,Bachelor's Degree,Teacher,20,Daily
12446,20,Male,5.71,"['Sports', 'Travel']",Marriage,No,Master's Degree,Doctor,57,Weekly
12447,33,Female,5.61,"['Hiking', 'Reading']",Long-term Relationship,No,High School,Artist,43,Daily
12448,32,Male,5.98,['Hiking'],Marriage,Yes,Ph.D.,Student,28,Daily
12449,18,Male,5.38,"['Music', 'Travel']",Marriage,No,Ph.D.,Social Media Influencer,65,Daily
12450,19,Female,5.48,['Reading'],Marriage,Yes,Ph.D.,Doctor,84,Daily
12451,20,Male,5.92,"['Hiking', 'Movies', 'Travel']",Friendship,No,High School,Doctor,36,Weekly
12452,24,Female,5.27,"['Reading', 'Music', 'Hiking']",Friendship,No,Master's Degree,Engineer,92,Weekly
12453,26,Male,5.52,['Hiking'],Casual Dating,Yes,Ph.D.,Doctor,46,Weekly
12454,28,Female,5.06,['Music'],Friendship,No,Ph.D.,Entrepreneur,56,Daily
12455,20,Female,5.27,"['Sports', 'Hiking']",Long-term Relationship,Maybe,Ph.D.,Artist,27,Daily
12456,23,Male,5.94,"['Hiking', 'Reading', 'Travel']",Friendship,Yes,Master's Degree,Artist,42,Weekly
12457,28,Female,5.94,['Movies'],Marriage,Maybe,High School,Artist,50,Daily
12458,22,Male,5.45,"['Travel', 'Reading', 'Movies']",Long-term Relationship,Maybe,High School,Teacher,58,Daily
12459,32,Female,5.73,['Music'],Casual Dating,Yes,Bachelor's Degree,Business Owner,58,Weekly
12460,29,Male,5.61,"['Sports', 'Hiking']",Casual Dating,No,Ph.D.,Business Owner,14,Weekly
12461,25,Female,5.99,"['Reading', 'Movies', 'Sports']",Marriage,Maybe,Master's Degree,Student,68,Daily
12462,31,Male,5.41,['Cooking'],Long-term Relationship,Yes,High School,Doctor,33,Monthly
12463,33,Male,5.64,"['Music', 'Cooking']",Marriage,No,Bachelor's Degree,Social Media Influencer,20,Daily
12464,31,Male,5.1,['Reading'],Casual Dating,Maybe,Bachelor's Degree,Artist,8,Monthly
12465,26,Female,5.72,['Cooking'],Friendship,Maybe,Master's Degree,Teacher,48,Weekly
12466,28,Male,5.29,"['Hiking', 'Music']",Long-term Relationship,No,Master's Degree,Engineer,16,Monthly
12467,35,Female,5.82,"['Sports', 'Cooking', 'Movies']",Marriage,Maybe,High School,Teacher,44,Monthly
12468,32,Male,5.55,"['Reading', 'Travel', 'Music']",Long-term Relationship,No,Ph.D.,Engineer,79,Daily
12469,35,Female,5.38,"['Hiking', 'Cooking', 'Sports']",Friendship,Yes,Ph.D.,Student,64,Daily
12470,30,Female,5.72,"['Cooking', 'Music', 'Sports']",Casual Dating,No,Ph.D.,Teacher,35,Weekly
12471,26,Male,5.98,"['Hiking', 'Reading']",Friendship,Yes,Bachelor's Degree,Doctor,50,Weekly
12472,23,Male,5.83,"['Reading', 'Movies', 'Music']",Marriage,Yes,Master's Degree,Entrepreneur,91,Weekly
12473,19,Male,5.53,"['Movies', 'Cooking', 'Hiking']",Long-term Relationship,No,Ph.D.,Student,67,Daily
12474,21,Male,5.79,['Reading'],Marriage,Maybe,Bachelor's Degree,Business Owner,12,Monthly
12475,19,Female,5.58,"['Hiking', 'Travel', 'Music']",Long-term Relationship,No,Master's Degree,Social Media Influencer,43,Daily
12476,20,Male,5.29,"['Movies', 'Music', 'Hiking']",Long-term Relationship,No,High School,Doctor,51,Weekly
12477,34,Female,5.18,"['Hiking', 'Cooking', 'Sports']",Long-term Relationship,No,High School,Student,27,Monthly
12478,27,Male,5.58,"['Movies', 'Travel', 'Hiking']",Marriage,No,Ph.D.,Student,49,Daily
12479,18,Female,5.21,['Travel'],Friendship,Yes,Master's Degree,Student,66,Daily
12480,32,Female,5.56,"['Movies', 'Sports']",Friendship,No,Bachelor's Degree,Social Media Influencer,32,Daily
12481,32,Female,5.18,"['Music', 'Travel']",Long-term Relationship,Yes,Master's Degree,Social Media Influencer,45,Daily
12482,34,Female,5.41,['Movies'],Casual Dating,Yes,Ph.D.,Entrepreneur,3,Weekly
12483,30,Male,5.67,['Travel'],Casual Dating,Yes,Bachelor's Degree,Entrepreneur,49,Weekly
12484,20,Male,5.49,['Travel'],Marriage,No,Bachelor's Degree,Social Media Influencer,64,Daily
12485,19,Male,5.4,['Hiking'],Long-term Relationship,No,Master's Degree,Student,40,Daily
12486,23,Female,5.16,['Hiking'],Casual Dating,No,High School,Business Owner,11,Weekly
12487,22,Female,5.62,['Sports'],Marriage,No,Master's Degree,Artist,74,Daily
12488,21,Female,5.03,"['Sports', 'Music']",Long-term Relationship,Yes,High School,Student,98,Daily
12489,30,Female,5.92,"['Reading', 'Cooking']",Friendship,Maybe,Ph.D.,Student,21,Daily
12490,26,Male,5.18,"['Music', 'Reading', 'Cooking']",Marriage,Maybe,High School,Doctor,80,Daily
12491,25,Female,5.55,"['Movies', 'Hiking']",Long-term Relationship,No,Master's Degree,Entrepreneur,36,Daily
12492,30,Male,5.99,"['Movies', 'Travel', 'Cooking']",Long-term Relationship,Maybe,Ph.D.,Artist,61,Daily
12493,28,Female,5.83,"['Hiking', 'Music']",Casual Dating,No,Master's Degree,Doctor,4,Monthly
12494,20,Female,5.14,"['Hiking', 'Sports']",Friendship,Yes,High School,Social Media Influencer,41,Daily
12495,35,Male,5.04,['Travel'],Friendship,No,Master's Degree,Student,39,Weekly
12496,23,Male,5.82,['Hiking'],Casual Dating,Yes,Bachelor's Degree,Student,46,Weekly
12497,26,Male,6,"['Sports', 'Music']",Long-term Relationship,Yes,High School,Engineer,62,Monthly
12498,30,Male,5.92,"['Sports', 'Cooking', 'Hiking']",Casual Dating,Maybe,Ph.D.,Artist,58,Weekly
12499,25,Female,5.49,"['Travel', 'Movies', 'Sports']",Marriage,Maybe,Ph.D.,Doctor,73,Weekly
12500,32,Male,5.25,['Sports'],Casual Dating,Yes,High School,Business Owner,62,Daily
12501,33,Female,5.66,"['Music', 'Hiking']",Friendship,Maybe,High School,Teacher,22,Weekly
12502,34,Female,5.84,"['Sports', 'Music', 'Hiking']",Friendship,No,Master's Degree,Entrepreneur,44,Weekly
12503,30,Female,5.82,"['Reading', 'Sports']",Friendship,Maybe,Bachelor's Degree,Artist,75,Weekly
12504,33,Female,5.43,"['Sports', 'Hiking']",Long-term Relationship,Maybe,Bachelor's Degree,Social Media Influencer,83,Daily
12505,20,Male,5.33,['Cooking'],Friendship,Yes,Bachelor's Degree,Student,13,Daily
12506,25,Female,5.54,"['Hiking', 'Travel', 'Movies']",Casual Dating,Maybe,High School,Entrepreneur,68,Weekly
12507,19,Female,5.12,"['Reading', 'Movies']",Casual Dating,Yes,Ph.D.,Student,18,Weekly
12508,19,Female,5.75,"['Cooking', 'Sports']",Friendship,Yes,Ph.D.,Doctor,58,Daily
12509,21,Female,5.02,['Reading'],Marriage,No,Master's Degree,Entrepreneur,77,Weekly
12510,31,Male,5.13,"['Hiking', 'Cooking', 'Reading']",Casual Dating,No,Ph.D.,Doctor,97,Daily
12511,28,Male,5.43,"['Music', 'Movies']",Friendship,Yes,Ph.D.,Doctor,28,Weekly
12512,26,Female,5.46,['Sports'],Long-term Relationship,Yes,Bachelor's Degree,Student,0,Daily
12513,29,Female,5.1,"['Hiking', 'Cooking']",Marriage,No,High School,Social Media Influencer,54,Monthly
12514,32,Male,5.03,"['Sports', 'Music']",Long-term Relationship,Maybe,High School,Artist,76,Monthly
12515,27,Female,5.22,"['Hiking', 'Cooking']",Friendship,Maybe,High School,Engineer,4,Weekly
12516,19,Male,5.67,"['Travel', 'Reading']",Casual Dating,Maybe,Master's Degree,Teacher,31,Daily
12517,35,Male,5.44,"['Reading', 'Music', 'Travel']",Friendship,No,Ph.D.,Business Owner,74,Weekly
12518,28,Male,5.14,"['Music', 'Sports', 'Hiking']",Long-term Relationship,No,Bachelor's Degree,Business Owner,84,Monthly
12519,29,Male,5.35,"['Hiking', 'Movies', 'Travel']",Marriage,No,Ph.D.,Student,96,Daily
12520,32,Female,5.8,['Cooking'],Long-term Relationship,No,Ph.D.,Engineer,20,Weekly
12521,18,Male,5.03,"['Movies', 'Music']",Casual Dating,No,High School,Business Owner,56,Weekly
12522,35,Male,5.31,"['Reading', 'Hiking', 'Movies']",Friendship,Yes,Ph.D.,Artist,1,Weekly
12523,35,Male,5.41,['Cooking'],Casual Dating,Maybe,Bachelor's Degree,Business Owner,80,Monthly
12524,25,Male,5.14,"['Reading', 'Cooking', 'Hiking']",Long-term Relationship,Yes,Master's Degree,Teacher,59,Weekly
12525,35,Female,5.65,['Cooking'],Casual Dating,Yes,Bachelor's Degree,Social Media Influencer,69,Daily
12526,26,Female,5.57,"['Music', 'Movies']",Long-term Relationship,Maybe,Master's Degree,Engineer,66,Weekly
12527,25,Male,5.03,['Cooking'],Casual Dating,Maybe,Bachelor's Degree,Entrepreneur,84,Weekly
12528,31,Male,5.41,"['Hiking', 'Travel']",Long-term Relationship,Maybe,Master's Degree,Business Owner,60,Weekly
12529,19,Male,5.22,['Sports'],Marriage,Maybe,High School,Social Media Influencer,29,Monthly
12530,18,Male,5.07,['Hiking'],Casual Dating,No,Ph.D.,Engineer,94,Weekly
12531,30,Female,5.5,"['Movies', 'Reading']",Marriage,No,Ph.D.,Artist,82,Weekly
12532,24,Male,5.14,"['Music', 'Movies']",Marriage,Yes,Bachelor's Degree,Artist,20,Daily
12533,20,Male,5.07,"['Cooking', 'Music', 'Reading']",Marriage,No,Master's Degree,Doctor,57,Monthly
12534,21,Female,5.25,['Sports'],Friendship,No,Bachelor's Degree,Student,52,Daily
12535,19,Male,5.12,"['Cooking', 'Movies', 'Music']",Casual Dating,No,Master's Degree,Teacher,2,Weekly
12536,26,Female,5.96,"['Reading', 'Hiking', 'Movies']",Marriage,No,High School,Social Media Influencer,87,Weekly
12537,32,Female,5.88,['Reading'],Casual Dating,No,Bachelor's Degree,Artist,34,Monthly
12538,21,Male,5.16,"['Reading', 'Hiking', 'Music']",Friendship,No,High School,Entrepreneur,42,Weekly
12539,32,Male,5.63,"['Hiking', 'Music']",Friendship,No,Bachelor's Degree,Entrepreneur,96,Weekly
12540,24,Male,5.74,"['Music', 'Travel']",Casual Dating,No,Ph.D.,Entrepreneur,5,Weekly
12541,32,Female,5.04,"['Music', 'Travel', 'Sports']",Long-term Relationship,Yes,Master's Degree,Entrepreneur,64,Daily
12542,29,Male,5.78,['Movies'],Long-term Relationship,Maybe,High School,Doctor,17,Weekly
12543,18,Male,5.3,"['Sports', 'Music']",Marriage,Maybe,Bachelor's Degree,Business Owner,3,Monthly
12544,25,Female,5.96,['Sports'],Marriage,Maybe,Bachelor's Degree,Artist,14,Daily
12545,35,Male,5.27,"['Travel', 'Cooking', 'Movies']",Long-term Relationship,Yes,Ph.D.,Engineer,12,Daily
12546,22,Female,5.45,"['Hiking', 'Cooking', 'Movies']",Marriage,Maybe,Bachelor's Degree,Engineer,88,Daily
12547,26,Male,5.34,"['Movies', 'Hiking']",Long-term Relationship,Yes,High School,Social Media Influencer,49,Daily
12548,28,Male,5.21,"['Cooking', 'Movies']",Long-term Relationship,Yes,Master's Degree,Entrepreneur,63,Weekly
12549,31,Female,5.42,"['Movies', 'Travel']",Long-term Relationship,No,High School,Teacher,76,Daily
12550,31,Male,5.35,"['Hiking', 'Sports']",Friendship,Yes,High School,Engineer,53,Weekly
12551,25,Female,5.92,['Travel'],Friendship,No,Ph.D.,Entrepreneur,89,Monthly
12552,24,Female,5.38,"['Travel', 'Music', 'Cooking']",Marriage,Maybe,Ph.D.,Entrepreneur,73,Daily
